time_step Pventricular Vventricular Paorta Qaorta Patrial Vatrial Qatrial
372 45989.8156 285.385639 45395.2922 1.39888499 41165.3129 205.826565 195.872554
373 46859.4517 286.9835 46787.9343 1.19911734 41009.8088 205.049044 126.297517
374 46915.875 287.903447 47342.2508 0.612570273 40990.6736 204.953368 59.5037015
375 45935.5669 288.23479 46727.1172 -0.241404077 41090.7 205.4535 7.13592278
376 44218.1738 288.155663 -18372.0692 0 41273.4327 206.367163 -23.2025937
377 42215.5672 288.048802 44060.0827 -1.83035395 41463.3013 207.316506 0
378 40474.5763 288.057954 11567.2909 0 41629.9673 208.149836 0
379 39437.537 288.180686 40205.2887 -0.787569195 41772.8743 208.864372 23.7589218
380 39330.204 288.54523 -129.472843 0 41867.4192 209.337096 48.3622059
381 40061.9516 289.106874 39141.6807 0.839616159 41920.9167 209.604584 64.8063046
382 41295.7749 289.759641 40427.7751 1.60796121 41954.5818 209.772909 68.1946448
383 42655.1414 290.372851 42238.0239 1.92576862 41995.072 209.97536 57.9811111
384 43631.053 290.840083 43806.9521 1.66933286 42064.6965 210.323482 39.0603949
385 44148.0657 291.105402 44470.1229 1.29648747 42175.333 210.876665 16.9691315
386 44297.0869 291.159085 44585.2156 0.989952385 42328.9759 211.64488 -3.94608259
387 44341.1566 291.129919 44428.5466 0.897141394 42499.588 212.49794 0
388 44550.6856 291.120213 44395.5217 1.04412663 42666.254 213.33127 0
389 45054.9764 291.108324 44757.5709 1.3336398 42832.92 214.1646 0
390 45797.5077 291.09378 45548.3657 1.57505636 42999.586 214.99793 0
391 46599.0663 291.077694 46524.1816 1.64219508 43166.252 215.83126 0
392 47093.1121 291.062773 47385.1621 1.34208132 43332.918 216.66459 0
393 47143.2874 291.051575 47579.4136 0.897532665 43499.584 217.49792 0
394 46749.9487 291.044868 47194.9519 0.443844416 43666.25 218.33125 0
395 46102.641 291.041784 46364.9527 0.172815308 43832.916 219.16458 0
396 45498.4171 291.039931 45464.8346 0.197898762 43999.582 219.99791 0
397 45209.6025 291.036435 44898.1993 0.501175126 44166.248 220.83124 0
398 45365.145 291.02921 44914.6677 0.943893737 44332.914 221.66457 0
399 45942.5176 291.017616 45504.086 1.37481776 44499.58 222.4979 0
400 61233.4849 290.930139 46495.6946 16.1205982 44666.246 223.33123 0
401 69769.376 290.801371 76256.5572 9.63301944 44832.912 224.16456 0
402 85720.8153 290.66737 78198.3913 17.1672465 44999.578 224.99789 0
403 109484.624 290.455692 101515.129 25.168416 45166.244 225.83122 0
404 140077.345 290.16853 133040.604 32.2639886 45332.91 226.66455 0
405 175305.479 289.821248 170466.714 37.1923669 45499.576 227.49788 0
406 212289.083 289.439256 210392.745 39.2059125 45666.242 228.33121 0
407 248162.112 289.051849 249227.214 38.2755026 45832.908 229.16454 0
408 280730.865 288.685197 284090.101 35.0550281 45999.574 229.99787 0
409 310343.098 288.349419 313437.671 32.1004533 46166.24 230.8312 0
410 333945.905 288.058764 340133.47 26.0307124 46332.906 231.66453 0
411 354286.583 287.815399 357782.191 22.6420899 46499.572 232.49786 0
412 372801.867 287.598684 374845.735 20.7009672 46666.238 233.33119 0
413 390849.064 287.394445 391509.597 20.146793 46832.904 234.16452 0
414 409328.409 287.191045 409057.921 20.5333672 46999.57 234.99785 0
415 428553.194 286.982025 427944.509 21.2705581 47166.236 235.83118 0
416 448360.731 286.766326 447902.263 21.8692338 47332.902 236.66451 0
417 469499.241 286.540808 468293.056 23.23433 47499.568 237.49784 0
418 489393.85 286.314511 490758.943 22.0251017 47666.234 238.33117 0
419 509133.003 286.095035 509449.76 21.8700228 47832.9 239.1645 0
420 528895.838 285.876182 529034.384 21.9006743 47999.566 239.99783 0
421 548963.727 285.655577 548823.687 22.2202984 48166.232 240.83116 0
422 569509.869 285.430853 569197.793 22.724488 48332.898 241.66449 0
423 590453.815 285.201449 590226.187 23.1564226 48499.564 242.49782 0
424 611447.696 284.969469 611577.717 23.2394561 48666.23 243.33115 0
425 633138.26 284.733419 632636.563 23.9705582 48832.896 244.16448 0
426 652743.336 284.504071 655027.983 21.8991324 48999.562 244.99781 0
427 671254.083 284.290747 672594.505 20.7656401 49166.228 245.83114 0
428 688670.602 284.088771 690006.423 19.6295814 49332.894 246.66447 0
429 705052.065 283.897888 706327.039 18.5469568 49499.56 247.4978 0
430 720188.096 283.718913 721668.347 17.2479639 49666.226 248.33113 0
431 733268.838 283.55708 735556.319 15.1187929 49832.892 249.16446 0
432 742694.885 283.424786 746586.097 11.339916 49999.558 249.99779 0
433 746127.057 283.342433 752369.405 5.13076171 50166.224 250.83112 0
434 740386.067 283.338757 749824.151 -4.39559334 50332.89 251.66445 0
435 723283.256 283.360735 644442.994 0 50499.556 252.49778 0
436 693608.125 283.511162 723326.427 -30.0853806 50666.222 253.33111 0
437 651071.943 283.661589 695716.794 0 50832.888 254.16444 0
438 597126.054 283.661589 670823.155 0 50999.554 254.99777 0
439 535423.308 283.661589 639420.291 0 51166.22 255.8311 0
440 470152.279 283.661589 597668.993 0 51332.886 256.66443 0
441 405605.37 283.661589 548240.845 0 51499.552 257.49776 0
442 342225.986 283.661589 493877.928 0 51666.218 258.33109 0
443 289168.373 283.661589 436572.032 0 51832.884 259.16442 0
444 243840.82 283.661589 380652.778 0 51999.55 259.99775 0
445 205939.636 283.661589 328190.659 0 52166.216 260.83108 0
446 174409.475 283.661589 280481.235 0 52332.882 261.66441 0
447 147976.964 283.661589 238052.728 0 52499.548 262.49774 0
448 125583.688 283.661589 200845.321 0 52666.214 263.33107 0
449 106601.514 283.661589 168473.252 0 52832.88 264.1644 0
450 90019.6332 283.661589 140471.649 0 52999.546 264.99773 0
451 77575.6524 283.661589 116197.449 0 53166.212 265.83106 0
452 68237.7578 283.661589 95784.6362 0 53332.878 266.66439 0
453 61705.6555 283.661589 78986.6812 0 53499.544 267.49772 0
454 57411.7212 283.661589 65539.5045 0 53666.21 268.33105 0
455 54628.4225 283.661589 55079.9497 0 53832.876 269.16438 0
456 52654.771 283.661589 47125.9278 0 53999.542 269.99771 0
457 51021.0073 283.827915 52503.401 -1.5142341 54134.457 270.672285 31.7509954
458 49466.7455 284.385692 25103.4927 0 54191.0819 270.955409 78.2901266
459 48229.8446 285.45696 49434.0643 -1.38749974 54144.8817 270.724408 134.576066
460 47397.9607 287.110779 16631.1425 0 53982.1715 269.910857 194.800172
461 47101.6948 289.349211 47512.4866 -0.777843672 53701.9289 268.509645 252.108363
462 47317.1452 292.115504 10571.342 0 53316.1141 266.58057 300.372468
463 47845.717 295.298545 47555.2824 -0.228267078 52846.4001 264.232 336.007564
464 48394.2188 298.774129 47615.3486 -0.0182215972 52318.1959 261.590979 358.862601
465 48709.5638 302.427205 48230.5678 -0.135433907 51754.4003 258.772001 371.599005
466 48665.7649 306.179077 48368.4415 -0.442915852 51171.2702 255.856351 378.197122
467 48475.9324 309.976973 48001.4784 -0.570752194 50579.3708 252.896854 380.368264
468 48415.1351 313.768984 47680.8569 -0.429779014 49988.635 249.943175 377.033493
469 48791.4703 317.477057 47751.1712 0.0323999603 49414.0838 247.070419 364.183769
470 49751.6226 320.978261 48557.8202 0.674855449 48879.8018 244.399009 336.764194
471 51168.9112 324.110461 50095.9448 1.24396764 48418.109 242.090545 291.594562
472 52648.4113 326.704952 51983.3875 1.48080479 48063.1519 240.31576 230.028558
473 53660.6812 328.636582 53577.8937 1.23768687 47840.7734 239.203867 159.015976
474 53754.9212 329.871863 54227.1106 0.553841823 47758.5917 238.792958 89.8317393
475 52671.1035 330.498684 53549.327 -0.433902849 47799.7736 238.998868 35.652379
476 50747.4243 330.704695 -11907.9063 0 47925.6713 239.628356 5.11589957
477 48473.0948 330.745689 50613.2489 -2.14763548 48086.2861 240.43143 0.935314546
478 46487.8395 330.854407 18236.6202 0 48233.3562 241.166781 18.6605833
479 45323.9408 331.194221 46251.8089 -0.977354271 48333.0368 241.665184 48.3248215
480 45230.1361 331.82996 6302.39789 0 48373.5323 241.867662 77.845603
481 46102.6037 332.69921 45085.6557 0.893682491 48365.4546 241.827273 96.8981719
482 47553.7726 333.670069 46568.254 1.73417768 48335.3209 241.676605 99.9014548
483 49149.3772 334.582053 48663.0914 2.07713793 48315.7789 241.578894 86.3066043
484 50301.3574 335.303642 50484.1828 1.7754339 48334.2745 241.671372 61.8637763
485 50920.6589 335.762816 51267.8792 1.34785926 48405.9824 242.029912 33.0942906
486 51110.442 335.942396 51420.7531 0.999867825 48534.3847 242.671923 5.16947074
487 51153.7179 335.859027 51237.8219 0.918529312 48715.806 243.57903 -19.9247754
488 51380.3655 335.749332 51210.2 1.09575863 48902.3967 244.511984 0
489 51962.1443 335.736781 51635.5447 1.4144933 49069.0627 245.345314 0
490 52818.7042 335.721244 52532.7076 1.69281844 49235.7287 246.178644 0
491 53743.3476 335.70393 53658.3408 1.77013133 49402.3947 247.011974 0
492 54313.3378 335.687959 54651.4912 1.42391852 49569.0607 247.845304 0
493 54371.4067 335.676284 54875.6824 0.911170065 49735.7267 248.678634 0
494 53917.9596 335.669788 54432.4262 0.387927686 49902.3927 249.511964 0
495 53171.5987 335.667472 53475.3371 0.0753758813 50069.0587 250.345294 0
496 52474.9223 335.666573 52437.4087 0.104327736 50235.7247 251.178624 0
497 52142.0148 335.663781 51784.1076 0.454102521 50402.3907 252.011954 0
498 52321.6012 335.656687 51803.2998 0.96469631 50569.0567 252.845284 0
499 52987.7059 335.644555 52483.2793 1.4617048 50735.7227 253.678614 0
500 70623.7718 335.544903 53627.1996 18.4687329 50902.3887 254.511944 0
501 80468.9603 335.397639 87954.4815 10.984017 51069.0547 255.345274 0
502 98867.0333 335.244368 90195.774 19.6701887 51235.7207 256.178604 0
503 126275.78 335.001552 117090.703 28.8931499 51402.3867 257.011934 0
504 161561.041 334.671745 153455.248 37.0682382 51569.0527 257.845264 0
505 202193.028 334.272699 196625.359 42.7408239 51735.7187 258.678594 0
506 244850.194 333.833739 242676.568 45.0513149 51902.3847 259.511924 0
507 286226.947 333.388637 287466.452 43.9689359 52069.0507 260.345254 0
508 323793.074 332.967546 327674.539 40.2493454 52235.7167 261.178584 0
509 357949.595 332.582096 361521.584 36.8406698 52402.3827 262.011914 0
510 385175.184 332.248684 392311.852 29.8417242 52569.0487 262.845244 0
511 408638.457 331.969785 412667.268 25.9380872 52735.7147 263.678574 0
512 429996.474 331.721569 432349.622 23.705165 52902.3807 264.511904 0
513 450814.738 331.487685 451572.759 23.0714839 53069.0467 265.345234 0
514 472131.601 331.25472 471817.102 23.5215034 53235.7127 266.178564 0
515 494308.446 331.015241 493605.465 24.3743081 53402.3787 267.011894 0
516 517157.653 330.76804 516629.322 25.0659501 53569.0447 267.845224 0
517 541542.28 330.509507 540152.376 26.640738 53735.7107 268.678554 0
518 564492.368 330.250076 566069.124 25.2453604 53902.3767 269.511884 0
519 587263.375 329.998517 587630.445 25.0663772 54069.0427 270.345214 0
520 610061.922 329.747675 610222.953 25.1021056 54235.7087 271.178544 0
521 633212.555 329.494808 633052.186 25.4712123 54402.3747 272.011874 0
522 656915.066 329.237188 656556.508 26.0529604 54569.0407 272.845204 0
523 681076.668 328.974168 680815.872 26.5510158 54735.7067 273.678534 0
524 705296.116 328.708181 705448.101 26.6463856 54902.3727 274.511864 0
525 730319.431 328.437502 729742.702 27.4893371 55069.0387 275.345194 0
526 752937.402 328.174558 755574.858 25.0994439 55235.7047 276.178524 0
527 774293.289 327.930099 775840.562 23.7924735 55402.3707 277.011854 0
528 794387.168 327.698719 795928.221 22.483444 55569.0367 277.845184 0
529 813287.257 327.480119 814757.671 21.2364851 55735.7027 278.678514 0
530 830750.854 327.275236 832457.901 19.7400818 55902.3687 279.511844 0
531 845843.742 327.090105 848481.791 17.2861859 56069.0347 280.345174 0
532 856720.914 326.939025 861208.398 12.929798 56235.7007 281.178504 0
533 860683.957 326.84552 867882.331 5.77119025 56402.3667 282.011834 0
534 854065.296 326.842724 864948.048 -5.2119683 56569.0327 282.845164 0
535 834338.316 326.868784 753726.959 0 56735.6987 283.678494 0
536 800107.058 327.042422 834411.491 -34.7276446 56902.3647 284.511824 0
537 751039.989 327.21606 807642.507 0 57069.0307 285.345154 0
538 688811.044 327.21606 777098.116 0 57235.6967 286.178484 0
539 617634.225 327.21606 741251.75 0 57402.3627 287.011814 0
540 542341.236 327.21606 693096.299 0 57569.0287 287.845144 0
541 467883.551 327.21606 636083.145 0 57735.6947 288.678474 0
542 394772.657 327.21606 573376.09 0 57902.3607 289.511804 0
543 333568.378 327.21606 507273.217 0 58069.0267 290.345134 0
544 281281.061 327.21606 442769.247 0 58235.6927 291.178464 0
545 237560.386 327.21606 382252.798 0 58402.3587 292.011794 0
546 201188.965 327.21606 327218.495 0 58569.0247 292.845124 0
547 170697.906 327.21606 278275.765 0 58735.6907 293.678454 0
548 144866.282 327.21606 235355.667 0 58902.3567 294.511784 0
549 122969.513 327.21606 198013.254 0 59069.0227 295.345114 0
550 103841.588 327.21606 165712.304 0 59235.6887 296.178444 0
551 89486.9111 327.21606 137711.035 0 59402.3547 297.011774 0
552 78715.2409 327.21606 114164.019 0 59569.0207 297.845104 0
553 71180.175 327.21606 94786.8812 0 59735.6867 298.678434 0
554 66226.9338 327.21606 79275 0 59902.3527 299.511764 0
555 63016.2768 327.21606 67209.4629 0 60069.0187 300.345094 0
556 60739.5834 327.21606 58034.1621 0 60235.6847 301.178424 0
557 58822.0663 327.224908 60588.3089 -1.76946561 60402.3507 302.011754 0
558 56951.5936 327.416291 36198.1833 0 60532.5096 302.662548 36.5071276
559 55424.902 328.042194 56855.4017 -1.53840488 60575.5334 302.877667 87.1350571
560 54348.4298 329.212898 25585.4331 0 60509.5969 302.547984 145.467491
561 53875.8119 330.963115 54393.7881 -0.805443426 60327.025 301.635125 203.770374
562 53981.9674 333.261221 18687.1903 0 60034.8752 300.174376 255.045487
563 54442.4413 336.012808 54156.3472 -0.162635862 59651.3865 298.256932 295.109184
564 54927.168 339.106967 54225.3645 0.0321719339 59199.3512 295.996756 323.592121
565 55154.3501 342.441497 54771.5861 -0.129911123 58699.2089 293.496044 343.216165
566 54987.3632 345.951208 54787.9376 -0.496722211 58164.5593 290.822797 358.099411
567 54671.7933 349.596101 54252.5826 -0.655754546 57603.3992 288.016996 369.726701
568 54519.8758 353.332609 53790.4885 -0.51096361 57023.9302 285.119651 376.408277
569 54878.3168 357.08304 53788.2913 -0.00542994833 56441.0264 282.205132 373.16151
570 55910.7606 360.714641 54632.5967 0.701263706 55880.6764 279.403382 353.854501
571 57473.7714 364.046256 56315.6292 1.32407602 55378.9942 276.894971 314.493704
572 59123.4597 366.885279 58406.8222 1.57304529 54974.9583 274.874792 256.208172
573 60265.0899 369.084267 60184.8138 1.28364233 54698.9701 273.494851 186.446074
574 60391.1049 370.595396 60917.0072 0.501038027 54561.6256 272.808128 117.564382
575 59206.1376 371.504473 60173.2148 -0.620547366 54546.5957 272.732978 64.1315928
576 57085.3271 372.006776 -5593.5923 0 54613.4217 273.067108 35.7084077
577 54574.0369 372.37415 57000.7571 -2.48201327 54709.0949 273.545474 35.2844073
578 52388.8953 372.852278 24701.1198 0 54782.6173 273.913086 57.8591891
579 51128.3823 373.608836 52212.5712 -1.19067658 54799.1625 273.995812 92.2616012
580 51073.6633 374.700876 12548.688 0 54748.611 273.743055 124.955875
581 52108.8202 376.043041 50995.2888 0.924739232 54645.9193 273.229596 144.401858
582 53796.507 377.4734 52670.2591 1.84044618 54523.7484 272.618742 144.435042
583 55644.6545 378.798345 55068.5961 2.21239262 54421.3725 272.106863 124.606784
584 56985.4527 379.859129 57158.141 1.86975895 54371.7995 271.858998 91.6322097
585 57715.456 380.566639 58075.1822 1.39185119 54393.702 271.96851 53.1313732
586 57949.7604 380.896361 58274.2317 1.00673654 54492.025 272.460125 15.2115498
587 58008.3883 380.864611 58085.5093 0.924446018 54663.1098 273.315549 -19.6302708
588 58267.849 380.756174 58066.4245 1.13268834 54849.406 274.24703 0
589 58927.7831 380.743029 58556.2161 1.49641418 55016.072 275.08036 0
590 59899.3362 380.726487 59576.2005 1.81192948 55182.738 275.91369 0
591 60948.1058 380.70793 60852.9513 1.89943973 55349.404 276.74702 0
592 61594.683 380.6909 61979.4124 1.50665316 55516.07 277.58035 0
593 61660.7119 380.678741 62233.7863 0.925054066 55682.736 278.41368 0
594 61146.6474 380.672458 61731.2117 0.331621732 55849.402 279.24701 0
595 60300.3948 380.670914 60645.9348 -0.0228290214 56016.068 280.08034 0
596 59510.4911 380.671028 -2320.61568 0 56182.734 280.91367 0
597 59133.6178 380.672167 59359.5601 -0.227729925 56349.4 281.747 0
598 59338.7161 380.673305 26569.479 0 56516.066 282.58033 0
599 60095.4851 380.667969 59025.6763 1.0673065 56682.732 283.41366 0
600 80098.2063 380.559466 60547.2531 20.6332504 56849.398 284.24699 0
601 91264.7308 380.394815 99603.5761 12.2969267 57016.064 285.08032 0
602 112131.506 380.22235 102250.408 22.1960693 57182.73 285.91365 0
603 143217.965 379.948083 132800.762 32.6573627 57349.396 286.74698 0
604 183237.956 379.575214 174058.778 41.9163878 57516.062 287.58031 0
605 229322.408 379.123955 223023.858 48.3353352 57682.728 288.41364 0
606 277704.204 378.627563 275253.215 50.9430852 57849.394 289.24697 0
607 324634.246 378.124316 326050.843 49.7063229 58016.06 290.0803 0
608 367242.779 377.648371 371651.629 45.4827463 58182.726 290.91363 0
609 405984.563 377.212878 410038.306 41.6159183 58349.392 291.74696 0
610 436865.627 376.8364 444959.775 33.679644 58516.058 292.58029 0
611 463479.692 376.521717 468046.04 29.2568914 58682.724 293.41362 0
612 487706.122 376.241782 490370.775 26.7301642 58849.39 294.24695 0
613 511320.487 375.978047 512176.396 26.0167973 59016.056 295.08028 0
614 535500.503 375.715307 535141.275 26.5312094 59182.722 295.91361 0
615 560656.078 375.445147 559857.802 27.5008704 59349.388 296.74694 0
616 586574.438 375.16621 585975.605 28.2863765 59516.054 297.58027 0
617 614234.512 374.874415 612659.302 30.0727291 59682.72 298.4136 0
618 640267.7 374.581604 642058.185 28.4894194 59849.386 299.24693 0
619 666097.979 374.297726 666515.874 28.2863115 60016.052 300.08026 0
620 691959.696 374.014658 692143.412 28.3272164 60182.718 300.91359 0
621 718220.964 373.72929 718040.092 28.7462945 60349.384 301.74692 0
622 745108.402 373.438527 744702.996 29.4063004 60516.05 302.58025 0
623 772516.782 373.141641 772222.615 29.9710286 60682.716 303.41358 0
624 799990.997 372.841392 800165.265 30.0787799 60849.382 304.24691 0
625 828377.241 372.535825 827724.906 31.0345395 61016.048 305.08024 0
626 854035.408 372.239036 857028.982 28.323233 61182.714 305.91357 0
627 878262.231 371.963214 880018.193 26.841301 61349.38 306.7469 0
628 901057.754 371.702217 902805.757 25.3579252 61516.046 307.58023 0
629 922499.322 371.455701 924166.771 23.9453674 61682.712 308.41356 0
630 942311.615 371.224724 944247.326 22.2499973 61849.378 309.24689 0
631 959434.93 371.016131 962426.511 19.4686912 62016.044 310.08022 0
632 971776.44 370.846138 976865.293 14.5299047 62182.71 310.91355 0
633 976275.249 370.741419 984437.801 6.41378669 62349.376 311.74688 0
634 968771.075 370.739543 981110.727 -6.03848748 62516.042 312.58021 0
635 946396.265 370.769735 864116.083 0 62682.708 313.41354 0
636 907567.733 370.966794 946499.555 -39.4116756 62849.374 314.24687 0
637 851910.798 371.163852 920567.986 0 63016.04 315.0802 0
638 781323.998 371.163852 884334.642 0 63182.706 315.91353 0
639 700587.55 371.163852 844002.359 0 63349.372 316.74686 0
640 615182.097 371.163852 789385.067 0 63516.038 317.58019 0
641 530724.136 371.163852 724718.507 0 63682.704 318.41352 0
642 447793.851 371.163852 653592.026 0 63849.37 319.24685 0
643 378369.337 371.163852 578612.78 0 64016.036 320.08018 0
644 319059.406 371.163852 505446.6 0 64182.702 320.91351 0
645 269466.687 371.163852 436803.105 0 64349.368 321.74684 0
646 228210.287 371.163852 374377.79 0 64516.034 322.58017 0
647 193624.03 371.163852 318862.018 0 64682.7 323.4135 0
648 164323.008 371.163852 270177.647 0 64849.366 324.24683 0
649 139485.324 371.163852 227820.009 0 65016.032 325.08016 0
650 117788.362 371.163852 191180.89 0 65182.698 325.91349 0
651 101505.735 371.163852 159418.897 0 65349.364 326.74682 0
652 89287.3412 371.163852 132709.376 0 65516.03 327.58015 0
653 80740.2543 371.163852 110729.764 0 65682.696 328.41348 0
654 75121.7523 371.163852 93134.5329 0 65849.362 329.24681 0
655 71479.8779 371.163852 79448.5111 0 66016.028 330.08014 0
656 68897.406 371.163852 69040.9029 0 66182.694 330.91347 0
657 66720.5466 371.163852 61187.4222 0 66349.36 331.7468 0
658 64562.8754 371.173761 66541.021 -1.98180151 66516.026 332.58013 0
659 62747.4817 371.382191 39020.3125 0 66642.9878 333.214939 39.7042597
660 61419.2031 372.043754 62649.9885 -1.34220425 66678.6834 333.393417 91.2661543
661 60757.505 373.237867 30598.88 0 66607.8691 333.039345 146.214127
662 60735.4856 374.95451 60787.3311 -0.332563447 66431.5391 332.157695 196.781877
663 61104.6912 377.131488 24176.4274 0 66163.142 330.81571 238.281174
664 61498.1409 379.674555 61237.7815 -0.154539676 65821.3491 329.106746 270.177738
665 61606.8754 382.503839 61233.143 -0.242429128 65422.5553 327.112777 295.282058
666 61285.152 385.573541 61124.424 -0.577200375 64976.1005 324.880502 317.838785
667 60812.8159 388.864569 60436.9162 -0.723902006 64485.8619 322.42931 339.065729
668 60540.2269 392.349323 59832.4956 -0.561782678 63956.8629 319.784314 356.599331
669 60852.6997 395.957243 59741.1695 -0.0127474444 63402.5195 317.012597 364.410104
670 61930.4953 399.551645 60598.5034 0.753594331 62849.5641 314.24782 355.211266
671 63613.7008 402.937357 62399.013 1.42439905 62336.9098 311.684549 324.109066
672 65410.9752 405.901888 64667.0852 1.68031124 61907.5649 309.537825 271.901761
673 66664.8003 408.278308 66605.4915 1.3408482 61595.9256 307.979628 206.403542
674 66813.3106 410.005834 67404.7117 0.457387652 61415.2883 307.076442 140.899737
675 65527.2556 411.16799 66588.4216 -0.798622513 61349.8642 306.749321 91.1903563
676 63217.1752 411.966065 565.549254 0 61357.714 306.78857 67.6259079
677 60481.8955 412.685147 63185.8425 -2.81076483 61383.3744 306.916872 73.3796993
678 58111.5368 413.580374 30965.5368 0 61373.8057 306.869028 102.85498
679 56768.1352 414.820026 58003.7416 -1.40817855 61293.9493 306.469747 143.66739
680 56764.2287 416.449592 18597.4191 0 61136.1105 305.680552 180.83746
681 57972.3504 418.357178 56764.38 0.940828744 60920.3184 304.601592 201.620578
682 59906.7803 420.347292 58628.3672 1.92890017 60686.0919 303.430459 199.271994
683 62018.7319 422.189575 61338.6722 2.32873689 60480.0436 302.400218 173.442225
684 63561.5114 423.694456 63707.3274 1.94618182 60341.4585 301.707293 131.8089
685 64416.488 424.75219 64771.6365 1.41958239 60293.2118 301.466059 83.1037974
686 64709.5541 425.32762 65031.8383 0.999160716 60342.3731 301.711866 34.4008849
687 64796.5951 425.433816 64851.9362 0.917573387 60485.8832 302.429416 -11.2449426
688 65094.7579 425.367186 64849.1766 1.16352669 60663.7941 303.318971 0
689 65832.1641 425.353478 65409.8612 1.57800801 60830.4601 304.152301 0
690 66917.6985 425.335937 66557.7995 1.93033367 60997.1261 304.985631 0
691 68089.5022 425.316146 67984.3693 2.02786895 61163.7921 305.818961 0
692 68811.9925 425.298062 69242.9736 1.58883121 61330.4581 306.652291 0
693 68885.9113 425.285423 69527.2452 0.938919971 61497.1241 307.485621 0
694 68311.7622 425.279349 68965.8462 0.275876001 61663.7901 308.318951 0
695 67366.4963 425.278571 67753.4881 -0.120123499 61830.4561 309.152281 0
696 66484.1043 425.279171 4733.18792 0 61997.1221 309.985611 0
697 66063.0829 425.280539 66334.9122 -0.273634098 62163.7881 310.818941 0
698 66292.2302 425.281908 33697.5469 0 62330.4541 311.652271 0
699 67137.7088 425.276128 65979.3961 1.15588257 62497.1201 312.485601 0
700 89484.539 425.155443 67676.7268 22.9811429 62663.7861 313.318931 0
701 101959.809 424.972301 111297.491 13.6471869 62830.4521 314.152261 0
702 125272.191 424.780586 114244.664 24.6958869 62997.1181 314.985591 0
703 160002.065 424.475226 148372.086 36.3762084 63163.7841 315.818921 0
704 204712.652 424.059786 194467.583 46.7116527 63330.4501 316.652251 0
705 256198.744 423.556869 249174.471 53.8717175 63497.1161 317.485581 0
706 310251.816 423.003641 307526.101 56.7739641 63663.7821 318.318911 0
707 362683.41 422.442852 364275.973 55.3837984 63830.4481 319.152241 0
708 410287.395 421.91263 415219.035 50.6606791 63997.1141 319.985571 0
709 453571.765 421.427626 458102.771 46.3400363 64163.7801 320.818901 0
710 488074.305 421.008549 497116.831 37.4754098 64330.4461 321.652231 0
711 517809.87 420.658478 522908.326 32.5388595 64497.1121 322.485561 0
712 544878.056 420.347175 547850.829 29.7216022 64663.7781 323.318891 0
713 571262.54 420.053919 572215.018 28.9297475 64830.4441 324.152221 0
714 598279.102 419.761728 597875.292 29.5082687 64997.1101 324.985551 0
715 626385.727 419.461218 625492.92 30.593866 65163.7761 325.818881 0
716 655344.721 419.150886 654676.036 31.472413 65330.4421 326.652211 0
717 686249.809 418.826183 684491.074 33.4683485 65497.1081 327.485541 0
718 715337.464 418.500347 717339.818 31.6987705 65663.7741 328.318871 0
719 744198.609 418.184494 744666.898 31.4717642 65830.4401 329.152201 0
720 773095.06 417.869546 773301.246 31.5178459 65997.1061 329.985531 0
721 802438.09 417.552025 802236.913 31.9864662 66163.7721 330.818861 0
722 832480.897 417.228472 832029.123 32.7240003 66330.4381 331.652191 0
723 863105.928 416.898079 862778.783 33.354743 66497.1041 332.485521 0
724 893804.718 416.563931 894001.161 33.4747056 66663.7701 333.318851 0
725 925522.698 416.223847 924795.548 34.5421833 66830.4361 334.152181 0
726 954192.881 415.893574 957539.367 31.5123933 66997.1021 334.985511 0
727 981264.04 415.586726 983226.722 29.8572002 67163.7681 335.818841 0
728 1006736.18 415.296434 1008689.1 28.2012569 67330.4341 336.652171 0
729 1030695.7 415.022303 1032558.21 26.6248224 67497.1001 337.485501 0
730 1052834.95 414.765517 1054997.05 24.7325226 67663.7661 338.318831 0
731 1071969.91 414.533719 1075311.57 21.6270556 67830.4321 339.152161 0
732 1085762.24 414.345026 1091446.64 16.11156 67997.0981 339.985491 0
733 1090791.92 414.229232 1099909.28 7.04727219 68163.7641 340.818821 0
734 1082410.54 414.228294 1096192.85 -6.85973695 68330.4301 341.652151 0
735 1057412.55 414.262593 973582.192 0 68497.0961 342.485481 0
736 1014029.48 414.482853 1057545.61 -44.0521005 68663.7621 343.318811 0
737 951843.933 414.703114 1032438.72 0 68830.4281 344.152141 0
738 872976.969 414.703114 990574.781 0 68997.0941 344.985471 0
739 782769.758 414.703114 945797.43 0 69163.7601 345.818801 0
740 687345.844 414.703114 884778.491 0 69330.4261 346.652131 0
741 592980.568 414.703114 812529.756 0 69497.0921 347.485461 0
742 500322.172 414.703114 733062.173 0 69663.7581 348.318791 0
743 422753.836 414.703114 649289.104 0 69830.4241 349.152121 0
744 356486.572 414.703114 567541.262 0 69997.0901 349.985451 0
745 301076.394 414.703114 490846.287 0 70163.7561 350.818781 0
746 254980.425 414.703114 421098.677 0 70330.4221 351.652111 0
747 216337.037 414.703114 359070.973 0 70497.0881 352.485441 0
748 183598.867 414.703114 304675.918 0 70663.7541 353.318771 0
749 155847.607 414.703114 257349.679 0 70830.4201 354.152101 0
750 131605.489 414.703114 216412.72 0 70997.0861 354.985431 0
751 113412.834 414.703114 180924.964 0 71163.7521 355.818761 0
752 99761.1653 414.703114 151082.335 0 71330.4181 356.652091 0
753 90211.465 414.703114 126524.442 0 71497.0841 357.485421 0
754 83933.8864 414.703114 106865.229 0 71663.7501 358.318751 0
